Energy,Intensity
3.268999999999956572e+02,1.597687179616676474e+02
3.269999999999956231e+02,1.593410267417489479e+02
3.270999999999955890e+02,1.591657281381783378e+02
3.271999999999956117e+02,1.592367869498245057e+02
3.272999999999956344e+02,1.585780157066740799e+02
3.273999999999956003e+02,1.575532688568470405e+02
3.274999999999955662e+02,1.574433221383298473e+02
3.275999999999955890e+02,1.573495366278629319e+02
3.276999999999956117e+02,1.573503951920405939e+02
3.277999999999955776e+02,1.574965783692331058e+02
3.278999999999955435e+02,1.573302441857528891e+02
3.279999999999955662e+02,1.573008762404989795e+02
3.280999999999955890e+02,1.564397868740688295e+02
3.281999999999955548e+02,1.560227772025959041e+02
3.282999999999955207e+02,1.559063912527461468e+02
3.283999999999955435e+02,1.558882098936895488e+02
3.284999999999955662e+02,1.553094871341632768e+02
3.285999999999955321e+02,1.547119769702785277e+02
3.286999999999954980e+02,1.553396378879321276e+02
3.287999999999955207e+02,1.542560036362717995e+02
3.288999999999955435e+02,1.540663367086689846e+02
3.289999999999955094e+02,1.541538344991288056e+02
3.290999999999954753e+02,1.540849220979268068e+02
3.291999999999954980e+02,1.537870003282745301e+02
3.292999999999955207e+02,1.534195853640059681e+02
3.293999999999954866e+02,1.534735233958738547e+02
3.294999999999954525e+02,1.532192116360697867e+02
3.295999999999954753e+02,1.537970758314183968e+02
3.296999999999954980e+02,1.533311280018181435e+02
3.297999999999954639e+02,1.530053786520542474e+02
3.298999999999954298e+02,1.520485593798136392e+02
3.299999999999954525e+02,1.515168051311835598e+02
