Energy,Intensity
3.172999999999962029e+02,1.979064165046337109e+02
3.173999999999961688e+02,1.975559708088179605e+02
3.174999999999961346e+02,1.971922931239110142e+02
3.175999999999961574e+02,1.965844801898942080e+02
3.176999999999961801e+02,1.965778641953486101e+02
3.177999999999961460e+02,1.956605388752809347e+02
3.178999999999961119e+02,1.954469836620287424e+02
3.179999999999961346e+02,1.957527335168303750e+02
3.180999999999961574e+02,1.957345269058862129e+02
3.181999999999961233e+02,1.952413070377010627e+02
3.182999999999960892e+02,1.952937299563142233e+02
3.183999999999961119e+02,1.950462614580440004e+02
3.184999999999961346e+02,1.938441958536400591e+02
3.185999999999961005e+02,1.939468700285346188e+02
3.186999999999960664e+02,1.933364308982096418e+02
3.187999999999960892e+02,1.937310421454003802e+02
3.188999999999961119e+02,1.930747455872326555e+02
3.189999999999960778e+02,1.933291583545870083e+02
3.190999999999960437e+02,1.938921239362642268e+02
3.191999999999960664e+02,1.933897123810004928e+02
3.192999999999960892e+02,1.934406706901340840e+02
3.193999999999960551e+02,1.922051968384636780e+02
3.194999999999960210e+02,1.932095906669023577e+02
3.195999999999960437e+02,1.936756647559405167e+02
3.196999999999960664e+02,1.936690992651700753e+02
3.197999999999960323e+02,1.924938764172621859e+02
3.198999999999959982e+02,1.920607307896265183e+02
3.199999999999960210e+02,1.915466528623014710e+02
3.200999999999960437e+02,1.913554708214439017e+02
3.201999999999960096e+02,1.906552612307770005e+02
3.202999999999959755e+02,1.913675159718189036e+02
3.203999999999959982e+02,1.908330850231054683e+02
3.204999999999960210e+02,1.902800686851342107e+02
3.205999999999959869e+02,1.890597459660109507e+02
3.206999999999959527e+02,1.895201636322315153e+02
3.207999999999959755e+02,1.892692103734754312e+02
3.208999999999959982e+02,1.891864094341052009e+02
3.209999999999959641e+02,1.890511603242342460e+02
3.210999999999959300e+02,1.893042347415469351e+02
3.211999999999959527e+02,1.887363197899042859e+02
3.212999999999959755e+02,1.885557687937173341e+02
3.213999999999959414e+02,1.892401707027600253e+02
3.214999999999959073e+02,1.885650614883462595e+02
3.215999999999959300e+02,1.885379662129744247e+02
3.216999999999959527e+02,1.878236660690386657e+02
3.217999999999959186e+02,1.877212949167950171e+02
3.218999999999958845e+02,1.869647483649402773e+02
3.219999999999959073e+02,1.866649832074947710e+02
3.220999999999959300e+02,1.868063180222721655e+02
3.221999999999958959e+02,1.872742354991035540e+02
3.222999999999958618e+02,1.862349940658064327e+02
3.223999999999958845e+02,1.871637837428347666e+02
3.224999999999959073e+02,1.864092825938738827e+02
3.225999999999958732e+02,1.868393727431125342e+02
3.226999999999958391e+02,1.864865533698643958e+02
3.227999999999958618e+02,1.860261862074190162e+02
3.228999999999958845e+02,1.863587030630539516e+02
3.229999999999958504e+02,1.860909320471705257e+02
3.230999999999958163e+02,1.863083255473346753e+02
3.231999999999958391e+02,1.857131385571071576e+02
3.232999999999958618e+02,1.852202974672356675e+02
3.233999999999958277e+02,1.854380949976010697e+02
3.234999999999957936e+02,1.855036488977551130e+02
3.235999999999958163e+02,1.850537865205424168e+02
3.236999999999958391e+02,1.853717835408196777e+02
3.237999999999958050e+02,1.846235701118658596e+02
3.238999999999957708e+02,1.841296431908285172e+02
3.239999999999957936e+02,1.833892325951364910e+02
3.240999999999958163e+02,1.838083129213908649e+02
3.241999999999957822e+02,1.839824246862453094e+02
3.242999999999957481e+02,1.840005555415267224e+02
3.243999999999957708e+02,1.831273200171712858e+02
3.244999999999957936e+02,1.826072573924900837e+02
3.245999999999957595e+02,1.828399282846392850e+02
3.246999999999957254e+02,1.828240195954647618e+02
3.247999999999957481e+02,1.829029569960354422e+02
3.248999999999957708e+02,1.827496780384333590e+02
3.249999999999957367e+02,1.827140476250599761e+02
3.250999999999957026e+02,1.819340168177571400e+02
3.251999999999957254e+02,1.809510618418726722e+02
3.252999999999957481e+02,1.809992171914850587e+02
3.253999999999957140e+02,1.809262392363829122e+02
3.254999999999956799e+02,1.809291684553420509e+02
3.255999999999957026e+02,1.809662634781950032e+02
3.256999999999957254e+02,1.808565945304411571e+02
3.257999999999956913e+02,1.797119264665033711e+02
3.258999999999956572e+02,1.786488219994444648e+02
3.259999999999956799e+02,1.793139314663771131e+02
3.260999999999957026e+02,1.799388399282846365e+02
3.261999999999956685e+02,1.790325244312012387e+02
3.262999999999956344e+02,1.794290043180727707e+02
3.263999999999956572e+02,1.788987651826974172e+02
3.264999999999956799e+02,1.781626726597813217e+02
3.265999999999956458e+02,1.783414812757253571e+02
3.266999999999956117e+02,1.781830509330572454e+02
3.267999999999956344e+02,1.778980076260700400e+02
3.268999999999956572e+02,1.781517385924597932e+02
3.269999999999956231e+02,1.779094972349183195e+02
3.270999999999955890e+02,1.777855862225701458e+02
3.271999999999956117e+02,1.776060200499987332e+02
3.272999999999956344e+02,1.758871745662988246e+02
3.273999999999956003e+02,1.755591272947652897e+02
3.274999999999955662e+02,1.750916643519103104e+02
3.275999999999955890e+02,1.754829423499406573e+02
3.276999999999956117e+02,1.752571904749879934e+02
3.277999999999955776e+02,1.751420418676296151e+02
3.278999999999955435e+02,1.750534077422287282e+02
3.279999999999955662e+02,1.751757278856594553e+02
3.280999999999955890e+02,1.746054645084720107e+02
3.281999999999955548e+02,1.737224565036236470e+02
3.282999999999955207e+02,1.737991717380874093e+02
3.283999999999955435e+02,1.736303628696244914e+02
